"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","150","Cadastra usuário, faz login e cadastra produto","","Wed Mar 11 09:40:38 UTC 2026","failed","Wed Mar 11 09:40:38 UTC 2026","","Cadastrar Produto","",""
"","337","should return 200 OK when accessing serverest.dev","","Wed Mar 11 09:40:36 UTC 2026","failed","Wed Mar 11 09:40:37 UTC 2026","","HealthCheck","",""
"","164","Não deve realizar login","","Wed Mar 11 09:40:51 UTC 2026","failed","Wed Mar 11 09:40:51 UTC 2026","","Login Inválido","",""
"","152","Deve listar todos os usuários","","Wed Mar 11 09:40:49 UTC 2026","failed","Wed Mar 11 09:40:49 UTC 2026","","Deve listar todos os usuários","",""
"","158","Cadastra usuário, loga, cria produto e deleta produto","","Wed Mar 11 09:40:40 UTC 2026","failed","Wed Mar 11 09:40:40 UTC 2026","","Apagar Produto","",""
"","153","Deve encontrar o usuário Hora do QA","","Wed Mar 11 09:40:47 UTC 2026","failed","Wed Mar 11 09:40:48 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","146","Deve criar um novo usuário","","Wed Mar 11 09:40:44 UTC 2026","failed","Wed Mar 11 09:40:44 UTC 2026","","Cadastrar usuário","",""
"","162","Deve testar a API e, se estiver OK, realizar login","","Wed Mar 11 09:40:42 UTC 2026","failed","Wed Mar 11 09:40:42 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","145","Fluxo completo usuário","","Wed Mar 11 09:40:46 UTC 2026","failed","Wed Mar 11 09:40:46 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","149","Deve realizar login com sucesso","","Wed Mar 11 09:40:53 UTC 2026","failed","Wed Mar 11 09:40:53 UTC 2026","","Login","",""
