"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Deve realizar login com sucesso","","Sat May 02 09:57:45 UTC 2026","passed","Sat May 02 09:57:45 UTC 2026","","Login","",""
"","167","Deve testar a API e, se estiver OK, realizar login","","Sat May 02 09:57:33 UTC 2026","passed","Sat May 02 09:57:33 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","91","Deve criar um novo usuário","","Sat May 02 09:57:35 UTC 2026","passed","Sat May 02 09:57:35 UTC 2026","","Cadastrar usuário","",""
"","320","Fluxo completo usuário","","Sat May 02 09:57:37 UTC 2026","passed","Sat May 02 09:57:37 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","320","Cadastra usuário, loga, cria produto e deleta produto","","Sat May 02 09:57:31 UTC 2026","passed","Sat May 02 09:57:31 UTC 2026","","Apagar Produto","",""
"","241","should return 200 OK when accessing serverest.dev","","Sat May 02 09:57:27 UTC 2026","passed","Sat May 02 09:57:28 UTC 2026","","HealthCheck","",""
"","92","Não deve realizar login","","Sat May 02 09:57:43 UTC 2026","passed","Sat May 02 09:57:43 UTC 2026","","Login Inválido","",""
"","250","Cadastra usuário, faz login e cadastra produto","","Sat May 02 09:57:29 UTC 2026","passed","Sat May 02 09:57:30 UTC 2026","","Cadastrar Produto","",""
"","124","Deve encontrar o usuário Hora do QA","","Sat May 02 09:57:39 UTC 2026","passed","Sat May 02 09:57:39 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","96","Deve listar todos os usuários","","Sat May 02 09:57:41 UTC 2026","passed","Sat May 02 09:57:41 UTC 2026","","Deve listar todos os usuários","",""
