"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","Deve listar todos os usuários","","Fri Mar 27 09:53:43 UTC 2026","passed","Fri Mar 27 09:53:43 UTC 2026","","Deve listar todos os usuários","",""
"","162","Deve criar um novo usuário","","Fri Mar 27 09:53:37 UTC 2026","passed","Fri Mar 27 09:53:37 UTC 2026","","Cadastrar usuário","",""
"","102","Deve encontrar o usuário Hora do QA","","Fri Mar 27 09:53:41 UTC 2026","passed","Fri Mar 27 09:53:41 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","140","Deve realizar login com sucesso","","Fri Mar 27 09:53:46 UTC 2026","passed","Fri Mar 27 09:53:47 UTC 2026","","Login","",""
"","249","should return 200 OK when accessing serverest.dev","","Fri Mar 27 09:53:33 UTC 2026","passed","Fri Mar 27 09:53:33 UTC 2026","","HealthCheck","",""
"","166","Deve testar a API e, se estiver OK, realizar login","","Fri Mar 27 09:53:35 UTC 2026","passed","Fri Mar 27 09:53:35 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","262","Cadastra usuário, faz login e cadastra produto","","Fri Mar 27 09:53:49 UTC 2026","passed","Fri Mar 27 09:53:49 UTC 2026","","Cadastrar Produto","",""
"","333","Fluxo completo usuário","","Fri Mar 27 09:53:39 UTC 2026","passed","Fri Mar 27 09:53:39 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","343","Cadastra usuário, loga, cria produto e deleta produto","","Fri Mar 27 09:53:51 UTC 2026","passed","Fri Mar 27 09:53:51 UTC 2026","","Apagar Produto","",""
"","96","Não deve realizar login","","Fri Mar 27 09:53:45 UTC 2026","passed","Fri Mar 27 09:53:45 UTC 2026","","Login Inválido","",""
