"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","129","Deve testar a API e, se estiver OK, realizar login","","2026-07-29","passed","2026-07-29","","Fluxo condicional de API - Serverest","",""
"","81","Deve encontrar o usuário Hora do QA","","2026-07-29","passed","2026-07-29","","Deve listar todos os usuários Hora do QA","",""
"","270","Fluxo completo usuário","","2026-07-29","passed","2026-07-29","","Cadastro, Login, Atualização e Exclusão","",""
"","247","should return 200 OK when accessing serverest.dev","","2026-07-29","passed","2026-07-29","","HealthCheck","",""
"","76","Deve realizar login com sucesso","","2026-07-29","passed","2026-07-29","","Login","",""
"","205","Cadastra usuário, faz login e cadastra produto","","2026-07-29","passed","2026-07-29","","Cadastrar Produto","",""
"","79","Deve listar todos os usuários","","2026-07-29","passed","2026-07-29","","Deve listar todos os usuários","",""
"","257","Cadastra usuário, loga, cria produto e deleta produto","","2026-07-29","passed","2026-07-29","","Apagar Produto","",""
"","72","Não deve realizar login","","2026-07-29","passed","2026-07-29","","Login Inválido","",""
"","71","Deve criar um novo usuário","","2026-07-29","passed","2026-07-29","","Cadastrar usuário","",""
