"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","181","Deve testar a API e, se estiver OK, realizar login","","2026-08-30","passed","2026-08-30","","Fluxo condicional de API - Serverest","",""
"","109","Deve listar todos os usuários","","2026-08-30","passed","2026-08-30","","Deve listar todos os usuários","",""
"","109","Deve encontrar o usuário Hora do QA","","2026-08-30","passed","2026-08-30","","Deve listar todos os usuários Hora do QA","",""
"","245","should return 200 OK when accessing serverest.dev","","2026-08-30","passed","2026-08-30","","HealthCheck","",""
"","372","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-30","passed","2026-08-30","","Apagar Produto","",""
"","110","Não deve realizar login","","2026-08-30","passed","2026-08-30","","Login Inválido","",""
"","105","Deve realizar login com sucesso","","2026-08-30","passed","2026-08-30","","Login","",""
"","292","Cadastra usuário, faz login e cadastra produto","","2026-08-30","passed","2026-08-30","","Cadastrar Produto","",""
"","372","Fluxo completo usuário","","2026-08-30","passed","2026-08-30","","Cadastro, Login, Atualização e Exclusão","",""
"","103","Deve criar um novo usuário","","2026-08-30","passed","2026-08-30","","Cadastrar usuário","",""
