"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","73","Deve criar um novo usuário","","Mon Feb 09 10:01:56 UTC 2026","passed","Mon Feb 09 10:01:56 UTC 2026","","Cadastrar usuário","",""
"","270","Fluxo completo usuário","","Mon Feb 09 10:01:58 UTC 2026","passed","Mon Feb 09 10:01:58 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","82","Deve encontrar o usuário Hora do QA","","Mon Feb 09 10:02:00 UTC 2026","passed","Mon Feb 09 10:02:00 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","293","Cadastra usuário, loga, cria produto e deleta produto","","Mon Feb 09 10:01:52 UTC 2026","passed","Mon Feb 09 10:01:52 UTC 2026","","Apagar Produto","",""
"","81","Deve listar todos os usuários","","Mon Feb 09 10:02:02 UTC 2026","passed","Mon Feb 09 10:02:02 UTC 2026","","Deve listar todos os usuários","",""
"","293","should return 200 OK when accessing serverest.dev","","Mon Feb 09 10:01:48 UTC 2026","passed","Mon Feb 09 10:01:48 UTC 2026","","HealthCheck","",""
"","77","Deve realizar login com sucesso","","Mon Feb 09 10:02:05 UTC 2026","passed","Mon Feb 09 10:02:05 UTC 2026","","Login","",""
"","73","Não deve realizar login","","Mon Feb 09 10:02:04 UTC 2026","passed","Mon Feb 09 10:02:04 UTC 2026","","Login Inválido","",""
"","137","Deve testar a API e, se estiver OK, realizar login","","Mon Feb 09 10:01:54 UTC 2026","passed","Mon Feb 09 10:01:54 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","221","Cadastra usuário, faz login e cadastra produto","","Mon Feb 09 10:01:50 UTC 2026","passed","Mon Feb 09 10:01:50 UTC 2026","","Cadastrar Produto","",""
