"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","165","Cadastra usuário, faz login e cadastra produto","","2026-06-22","passed","2026-06-22","","Cadastrar Produto","",""
"","198","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-22","passed","2026-06-22","","Apagar Produto","",""
"","95","Deve testar a API e, se estiver OK, realizar login","","2026-06-22","passed","2026-06-22","","Fluxo condicional de API - Serverest","",""
"","276","should return 200 OK when accessing serverest.dev","","2026-06-22","passed","2026-06-22","","HealthCheck","",""
"","57","Não deve realizar login","","2026-06-22","passed","2026-06-22","","Login Inválido","",""
"","60","Deve encontrar o usuário Hora do QA","","2026-06-22","passed","2026-06-22","","Deve listar todos os usuários Hora do QA","",""
"","213","Fluxo completo usuário","","2026-06-22","passed","2026-06-22","","Cadastro, Login, Atualização e Exclusão","",""
"","61","Deve realizar login com sucesso","","2026-06-22","passed","2026-06-22","","Login","",""
"","61","Deve criar um novo usuário","","2026-06-22","passed","2026-06-22","","Cadastrar usuário","",""
"","58","Deve listar todos os usuários","","2026-06-22","passed","2026-06-22","","Deve listar todos os usuários","",""
