"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","166","Deve realizar login com sucesso","","Thu Mar 19 09:41:34 UTC 2026","failed","Thu Mar 19 09:41:35 UTC 2026","","Login","",""
"","101","Deve criar um novo usuário","","Thu Mar 19 09:41:24 UTC 2026","passed","Thu Mar 19 09:41:24 UTC 2026","","Cadastrar usuário","",""
"","281","Cadastra usuário, faz login e cadastra produto","","Thu Mar 19 09:41:18 UTC 2026","passed","Thu Mar 19 09:41:18 UTC 2026","","Cadastrar Produto","",""
"","257","should return 200 OK when accessing serverest.dev","","Thu Mar 19 09:41:16 UTC 2026","passed","Thu Mar 19 09:41:16 UTC 2026","","HealthCheck","",""
"","103","Deve listar todos os usuários","","Thu Mar 19 09:41:30 UTC 2026","passed","Thu Mar 19 09:41:30 UTC 2026","","Deve listar todos os usuários","",""
"","318","Deve testar a API e, se estiver OK, realizar login","","Thu Mar 19 09:41:22 UTC 2026","failed","Thu Mar 19 09:41:22 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","375","Cadastra usuário, loga, cria produto e deleta produto","","Thu Mar 19 09:41:20 UTC 2026","passed","Thu Mar 19 09:41:20 UTC 2026","","Apagar Produto","",""
"","373","Fluxo completo usuário","","Thu Mar 19 09:41:26 UTC 2026","passed","Thu Mar 19 09:41:26 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","113","Não deve realizar login","","Thu Mar 19 09:41:32 UTC 2026","passed","Thu Mar 19 09:41:32 UTC 2026","","Login Inválido","",""
"","110","Deve encontrar o usuário Hora do QA","","Thu Mar 19 09:41:28 UTC 2026","passed","Thu Mar 19 09:41:28 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
