"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","223","Cadastra usuário, faz login e cadastra produto","","Wed Mar 18 09:54:07 UTC 2026","passed","Wed Mar 18 09:54:07 UTC 2026","","Cadastrar Produto","",""
"","80","Deve realizar login com sucesso","","Wed Mar 18 09:54:22 UTC 2026","passed","Wed Mar 18 09:54:22 UTC 2026","","Login","",""
"","356","should return 200 OK when accessing serverest.dev","","Wed Mar 18 09:54:05 UTC 2026","passed","Wed Mar 18 09:54:05 UTC 2026","","HealthCheck","",""
"","78","Deve encontrar o usuário Hora do QA","","Wed Mar 18 09:54:17 UTC 2026","passed","Wed Mar 18 09:54:17 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","75","Deve listar todos os usuários","","Wed Mar 18 09:54:19 UTC 2026","passed","Wed Mar 18 09:54:19 UTC 2026","","Deve listar todos os usuários","",""
"","85","Não deve realizar login","","Wed Mar 18 09:54:20 UTC 2026","passed","Wed Mar 18 09:54:21 UTC 2026","","Login Inválido","",""
"","142","Deve testar a API e, se estiver OK, realizar login","","Wed Mar 18 09:54:11 UTC 2026","passed","Wed Mar 18 09:54:11 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","286","Fluxo completo usuário","","Wed Mar 18 09:54:15 UTC 2026","passed","Wed Mar 18 09:54:15 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","324","Cadastra usuário, loga, cria produto e deleta produto","","Wed Mar 18 09:54:09 UTC 2026","passed","Wed Mar 18 09:54:09 UTC 2026","","Apagar Produto","",""
"","88","Deve criar um novo usuário","","Wed Mar 18 09:54:13 UTC 2026","passed","Wed Mar 18 09:54:13 UTC 2026","","Cadastrar usuário","",""
