"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","Produto","1","0","Excluir de produto","0"
"0","","0","API","1","0","Healthcheck","0"
"0","","0","Usuário","1","0","Fluxo Completo","0"
"0","","0","Produto","1","0","Cadastro de produto","0"
"0","","0","Usuário","1","0","Login","0"
"0","","0","Usuário","1","0","Cadastro","0"
