"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","288","Cadastra usuário, faz login e cadastra produto","","2026-08-17","passed","2026-08-17","","Cadastrar Produto","",""
"","100","Deve realizar login com sucesso","","2026-08-17","passed","2026-08-17","","Login","",""
"","365","Fluxo completo usuário","","2026-08-17","passed","2026-08-17","","Cadastro, Login, Atualização e Exclusão","",""
"","108","Deve encontrar o usuário Hora do QA","","2026-08-17","passed","2026-08-17","","Deve listar todos os usuários Hora do QA","",""
"","105","Não deve realizar login","","2026-08-17","passed","2026-08-17","","Login Inválido","",""
"","180","Deve testar a API e, se estiver OK, realizar login","","2026-08-17","passed","2026-08-17","","Fluxo condicional de API - Serverest","",""
"","106","Deve criar um novo usuário","","2026-08-17","passed","2026-08-17","","Cadastrar usuário","",""
"","230","should return 200 OK when accessing serverest.dev","","2026-08-17","passed","2026-08-17","","HealthCheck","",""
"","103","Deve listar todos os usuários","","2026-08-17","passed","2026-08-17","","Deve listar todos os usuários","",""
"","361","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-17","passed","2026-08-17","","Apagar Produto","",""
