"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","271","should return 200 OK when accessing serverest.dev","","Fri Feb 27 09:39:34 UTC 2026","passed","Fri Feb 27 09:39:34 UTC 2026","","HealthCheck","",""
"","101","Deve realizar login com sucesso","","Fri Feb 27 09:39:53 UTC 2026","passed","Fri Feb 27 09:39:53 UTC 2026","","Login","",""
"","323","Cadastra usuário, faz login e cadastra produto","","Fri Feb 27 09:39:36 UTC 2026","passed","Fri Feb 27 09:39:36 UTC 2026","","Cadastrar Produto","",""
"","123","Deve encontrar o usuário Hora do QA","","Fri Feb 27 09:39:47 UTC 2026","passed","Fri Feb 27 09:39:48 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","201","Deve testar a API e, se estiver OK, realizar login","","Fri Feb 27 09:39:41 UTC 2026","passed","Fri Feb 27 09:39:41 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","375","Cadastra usuário, loga, cria produto e deleta produto","","Fri Feb 27 09:39:38 UTC 2026","passed","Fri Feb 27 09:39:39 UTC 2026","","Apagar Produto","",""
"","353","Fluxo completo usuário","","Fri Feb 27 09:39:45 UTC 2026","passed","Fri Feb 27 09:39:46 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","98","Deve criar um novo usuário","","Fri Feb 27 09:39:43 UTC 2026","passed","Fri Feb 27 09:39:43 UTC 2026","","Cadastrar usuário","",""
"","110","Deve listar todos os usuários","","Fri Feb 27 09:39:50 UTC 2026","passed","Fri Feb 27 09:39:50 UTC 2026","","Deve listar todos os usuários","",""
"","98","Não deve realizar login","","Fri Feb 27 09:39:51 UTC 2026","passed","Fri Feb 27 09:39:52 UTC 2026","","Login Inválido","",""
