"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","488","Cadastra usuário, faz login e cadastra produto","","2026-06-04","passed","2026-06-04","","Cadastrar Produto","",""
"","61","Deve realizar login com sucesso","","2026-06-04","passed","2026-06-04","","Login","",""
"","91","Deve criar um novo usuário","","2026-06-04","passed","2026-06-04","","Cadastrar usuário","",""
"","56","Deve listar todos os usuários","","2026-06-04","passed","2026-06-04","","Deve listar todos os usuários","",""
"","294","should return 200 OK when accessing serverest.dev","","2026-06-04","passed","2026-06-04","","HealthCheck","",""
"","114","Deve testar a API e, se estiver OK, realizar login","","2026-06-04","passed","2026-06-04","","Fluxo condicional de API - Serverest","",""
"","254","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-04","passed","2026-06-04","","Apagar Produto","",""
"","214","Fluxo completo usuário","","2026-06-04","passed","2026-06-04","","Cadastro, Login, Atualização e Exclusão","",""
"","64","Deve encontrar o usuário Hora do QA","","2026-06-04","passed","2026-06-04","","Deve listar todos os usuários Hora do QA","",""
"","57","Não deve realizar login","","2026-06-04","passed","2026-06-04","","Login Inválido","",""
