"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","185","Deve realizar login com sucesso","","Tue Mar 03 09:40:12 UTC 2026","passed","Tue Mar 03 09:40:12 UTC 2026","","Login","",""
"","76","Deve encontrar o usuário Hora do QA","","Tue Mar 03 09:40:05 UTC 2026","passed","Tue Mar 03 09:40:05 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","75","Deve criar um novo usuário","","Tue Mar 03 09:40:00 UTC 2026","passed","Tue Mar 03 09:40:00 UTC 2026","","Cadastrar usuário","",""
"","86","Deve listar todos os usuários","","Tue Mar 03 09:40:07 UTC 2026","passed","Tue Mar 03 09:40:08 UTC 2026","","Deve listar todos os usuários","",""
"","143","Não deve realizar login","","Tue Mar 03 09:40:10 UTC 2026","passed","Tue Mar 03 09:40:10 UTC 2026","","Login Inválido","",""
"","271","Cadastra usuário, faz login e cadastra produto","","Tue Mar 03 09:39:53 UTC 2026","passed","Tue Mar 03 09:39:54 UTC 2026","","Cadastrar Produto","",""
"","295","Fluxo completo usuário","","Tue Mar 03 09:40:03 UTC 2026","passed","Tue Mar 03 09:40:03 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","131","Deve testar a API e, se estiver OK, realizar login","","Tue Mar 03 09:39:58 UTC 2026","passed","Tue Mar 03 09:39:58 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","324","Cadastra usuário, loga, cria produto e deleta produto","","Tue Mar 03 09:39:56 UTC 2026","passed","Tue Mar 03 09:39:56 UTC 2026","","Apagar Produto","",""
"","1148","should return 200 OK when accessing serverest.dev","","Tue Mar 03 09:39:50 UTC 2026","passed","Tue Mar 03 09:39:51 UTC 2026","","HealthCheck","",""
