"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5894","Deve criar um novo usuário","","2026-07-13","passed","2026-07-13","","Cadastrar usuário","",""
"","141","Não deve realizar login","","2026-07-13","passed","2026-07-13","","Login Inválido","",""
"","5811","should return 200 OK when accessing serverest.dev","","2026-07-13","passed","2026-07-13","","HealthCheck","",""
"","5556","Deve listar todos os usuários","","2026-07-13","passed","2026-07-13","","Deve listar todos os usuários","",""
"","6698","Cadastra usuário, loga, cria produto e deleta produto","","2026-07-13","passed","2026-07-13","","Apagar Produto","",""
"","6044","Deve testar a API e, se estiver OK, realizar login","","2026-07-13","passed","2026-07-13","","Fluxo condicional de API - Serverest","",""
"","6153","Cadastra usuário, faz login e cadastra produto","","2026-07-13","passed","2026-07-13","","Cadastrar Produto","",""
"","132","Deve realizar login com sucesso","","2026-07-13","failed","2026-07-13","","Login","",""
"","6521","Fluxo completo usuário","","2026-07-13","passed","2026-07-13","","Cadastro, Login, Atualização e Exclusão","",""
"","234","Deve encontrar o usuário Hora do QA","","2026-07-13","failed","2026-07-13","","Deve listar todos os usuários Hora do QA","",""
