"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","77","Não deve realizar login","","Sun Mar 29 09:35:54 UTC 2026","passed","Sun Mar 29 09:35:54 UTC 2026","","Login Inválido","",""
"","287","Fluxo completo usuário","","Sun Mar 29 09:35:48 UTC 2026","passed","Sun Mar 29 09:35:48 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","274","Cadastra usuário, loga, cria produto e deleta produto","","Sun Mar 29 09:35:42 UTC 2026","passed","Sun Mar 29 09:35:42 UTC 2026","","Apagar Produto","",""
"","319","should return 200 OK when accessing serverest.dev","","Sun Mar 29 09:35:38 UTC 2026","passed","Sun Mar 29 09:35:38 UTC 2026","","HealthCheck","",""
"","85","Deve realizar login com sucesso","","Sun Mar 29 09:35:56 UTC 2026","passed","Sun Mar 29 09:35:56 UTC 2026","","Login","",""
"","206","Cadastra usuário, faz login e cadastra produto","","Sun Mar 29 09:35:40 UTC 2026","passed","Sun Mar 29 09:35:40 UTC 2026","","Cadastrar Produto","",""
"","76","Deve listar todos os usuários","","Sun Mar 29 09:35:52 UTC 2026","passed","Sun Mar 29 09:35:52 UTC 2026","","Deve listar todos os usuários","",""
"","93","Deve criar um novo usuário","","Sun Mar 29 09:35:46 UTC 2026","passed","Sun Mar 29 09:35:46 UTC 2026","","Cadastrar usuário","",""
"","79","Deve encontrar o usuário Hora do QA","","Sun Mar 29 09:35:50 UTC 2026","passed","Sun Mar 29 09:35:50 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","143","Deve testar a API e, se estiver OK, realizar login","","Sun Mar 29 09:35:44 UTC 2026","passed","Sun Mar 29 09:35:44 UTC 2026","","Fluxo condicional de API - Serverest","",""
