"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","187","Deve testar a API e, se estiver OK, realizar login","","Thu Apr 02 10:00:23 UTC 2026","passed","Thu Apr 02 10:00:23 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","123","Deve criar um novo usuário","","Thu Apr 02 10:00:25 UTC 2026","passed","Thu Apr 02 10:00:25 UTC 2026","","Cadastrar usuário","",""
"","107","Deve listar todos os usuários","","Thu Apr 02 10:00:31 UTC 2026","passed","Thu Apr 02 10:00:31 UTC 2026","","Deve listar todos os usuários","",""
"","302","Cadastra usuário, faz login e cadastra produto","","Thu Apr 02 10:00:18 UTC 2026","passed","Thu Apr 02 10:00:18 UTC 2026","","Cadastrar Produto","",""
"","116","Deve encontrar o usuário Hora do QA","","Thu Apr 02 10:00:29 UTC 2026","passed","Thu Apr 02 10:00:29 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","387","Cadastra usuário, loga, cria produto e deleta produto","","Thu Apr 02 10:00:20 UTC 2026","passed","Thu Apr 02 10:00:21 UTC 2026","","Apagar Produto","",""
"","389","Fluxo completo usuário","","Thu Apr 02 10:00:27 UTC 2026","passed","Thu Apr 02 10:00:27 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","502","should return 200 OK when accessing serverest.dev","","Thu Apr 02 10:00:16 UTC 2026","passed","Thu Apr 02 10:00:16 UTC 2026","","HealthCheck","",""
"","102","Não deve realizar login","","Thu Apr 02 10:00:33 UTC 2026","passed","Thu Apr 02 10:00:33 UTC 2026","","Login Inválido","",""
"","110","Deve realizar login com sucesso","","Thu Apr 02 10:00:34 UTC 2026","passed","Thu Apr 02 10:00:35 UTC 2026","","Login","",""
