"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","628","Cadastra usuário, faz login e cadastra produto","","Sun Mar 22 09:31:04 UTC 2026","passed","Sun Mar 22 09:31:04 UTC 2026","","Cadastrar Produto","",""
"","315","Cadastra usuário, loga, cria produto e deleta produto","","Sun Mar 22 09:31:06 UTC 2026","passed","Sun Mar 22 09:31:06 UTC 2026","","Apagar Produto","",""
"","97","Deve encontrar o usuário Hora do QA","","Sun Mar 22 09:31:14 UTC 2026","passed","Sun Mar 22 09:31:14 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","73","Deve listar todos os usuários","","Sun Mar 22 09:31:16 UTC 2026","passed","Sun Mar 22 09:31:16 UTC 2026","","Deve listar todos os usuários","",""
"","207","should return 200 OK when accessing serverest.dev","","Sun Mar 22 09:31:02 UTC 2026","passed","Sun Mar 22 09:31:02 UTC 2026","","HealthCheck","",""
"","81","Deve criar um novo usuário","","Sun Mar 22 09:31:10 UTC 2026","passed","Sun Mar 22 09:31:10 UTC 2026","","Cadastrar usuário","",""
"","83","Deve realizar login com sucesso","","Sun Mar 22 09:31:19 UTC 2026","passed","Sun Mar 22 09:31:20 UTC 2026","","Login","",""
"","329","Fluxo completo usuário","","Sun Mar 22 09:31:12 UTC 2026","passed","Sun Mar 22 09:31:12 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","167","Deve testar a API e, se estiver OK, realizar login","","Sun Mar 22 09:31:08 UTC 2026","passed","Sun Mar 22 09:31:08 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","152","Não deve realizar login","","Sun Mar 22 09:31:18 UTC 2026","passed","Sun Mar 22 09:31:18 UTC 2026","","Login Inválido","",""
