"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","164","Deve listar todos os usuários","","2026-06-20","passed","2026-06-20","","Deve listar todos os usuários","",""
"","389","should return 200 OK when accessing serverest.dev","","2026-06-20","passed","2026-06-20","","HealthCheck","",""
"","77","Deve criar um novo usuário","","2026-06-20","passed","2026-06-20","","Cadastrar usuário","",""
"","318","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-20","passed","2026-06-20","","Apagar Produto","",""
"","84","Não deve realizar login","","2026-06-20","passed","2026-06-20","","Login Inválido","",""
"","324","Fluxo completo usuário","","2026-06-20","passed","2026-06-20","","Cadastro, Login, Atualização e Exclusão","",""
"","142","Deve testar a API e, se estiver OK, realizar login","","2026-06-20","passed","2026-06-20","","Fluxo condicional de API - Serverest","",""
"","106","Deve realizar login com sucesso","","2026-06-20","passed","2026-06-20","","Login","",""
"","561","Cadastra usuário, faz login e cadastra produto","","2026-06-20","passed","2026-06-20","","Cadastrar Produto","",""
"","104","Deve encontrar o usuário Hora do QA","","2026-06-20","passed","2026-06-20","","Deve listar todos os usuários Hora do QA","",""
