"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","300","should return 200 OK when accessing serverest.dev","","Sat Jan 10 09:19:08 UTC 2026","passed","Sat Jan 10 09:19:08 UTC 2026","","HealthCheck","",""
"","193","Cadastra usuário, faz login e cadastra produto","","Sat Jan 10 09:19:10 UTC 2026","passed","Sat Jan 10 09:19:10 UTC 2026","","Cadastrar Produto","",""
"","71","Deve listar todos os usuários","","Sat Jan 10 09:19:20 UTC 2026","passed","Sat Jan 10 09:19:20 UTC 2026","","Deve listar todos os usuários","",""
"","68","Deve realizar login com sucesso","","Sat Jan 10 09:19:24 UTC 2026","passed","Sat Jan 10 09:19:24 UTC 2026","","Login","",""
"","228","Fluxo completo usuário","","Sat Jan 10 09:19:16 UTC 2026","passed","Sat Jan 10 09:19:16 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","68","Não deve realizar login","","Sat Jan 10 09:19:22 UTC 2026","passed","Sat Jan 10 09:19:22 UTC 2026","","Login Inválido","",""
"","70","Deve criar um novo usuário","","Sat Jan 10 09:19:14 UTC 2026","passed","Sat Jan 10 09:19:14 UTC 2026","","Cadastrar usuário","",""
"","314","Cadastra usuário, loga, cria produto e deleta produto","","Sat Jan 10 09:19:12 UTC 2026","passed","Sat Jan 10 09:19:13 UTC 2026","","Apagar Produto","",""
"","73","Deve encontrar o usuário Hora do QA","","Sat Jan 10 09:19:18 UTC 2026","passed","Sat Jan 10 09:19:18 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
