"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","175","Deve testar a API e, se estiver OK, realizar login","","2026-09-16","passed","2026-09-16","","Fluxo condicional de API - Serverest","",""
"","330","Cadastra usuário, loga, cria produto e deleta produto","","2026-09-16","passed","2026-09-16","","Apagar Produto","",""
"","100","Deve criar um novo usuário","","2026-09-16","passed","2026-09-16","","Cadastrar usuário","",""
"","95","Deve listar todos os usuários","","2026-09-16","passed","2026-09-16","","Deve listar todos os usuários","",""
"","255","Cadastra usuário, faz login e cadastra produto","","2026-09-16","passed","2026-09-16","","Cadastrar Produto","",""
"","246","should return 200 OK when accessing serverest.dev","","2026-09-16","passed","2026-09-16","","HealthCheck","",""
"","101","Não deve realizar login","","2026-09-16","passed","2026-09-16","","Login Inválido","",""
"","598","Fluxo completo usuário","","2026-09-16","passed","2026-09-16","","Cadastro, Login, Atualização e Exclusão","",""
"","98","Deve encontrar o usuário Hora do QA","","2026-09-16","passed","2026-09-16","","Deve listar todos os usuários Hora do QA","",""
"","93","Deve realizar login com sucesso","","2026-09-16","passed","2026-09-16","","Login","",""
