"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","108","Não deve realizar login","","Mon May 25 12:29:33 UTC 2026","passed","Mon May 25 12:29:33 UTC 2026","","Login Inválido","",""
"","109","Deve encontrar o usuário Hora do QA","","Mon May 25 12:29:29 UTC 2026","passed","Mon May 25 12:29:29 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","113","Deve criar um novo usuário","","Mon May 25 12:29:25 UTC 2026","passed","Mon May 25 12:29:25 UTC 2026","","Cadastrar usuário","",""
"","116","Deve listar todos os usuários","","Mon May 25 12:29:31 UTC 2026","passed","Mon May 25 12:29:31 UTC 2026","","Deve listar todos os usuários","",""
"","292","Cadastra usuário, faz login e cadastra produto","","Mon May 25 12:29:19 UTC 2026","passed","Mon May 25 12:29:19 UTC 2026","","Cadastrar Produto","",""
"","107","Deve realizar login com sucesso","","Mon May 25 12:29:34 UTC 2026","passed","Mon May 25 12:29:34 UTC 2026","","Login","",""
"","195","Deve testar a API e, se estiver OK, realizar login","","Mon May 25 12:29:23 UTC 2026","passed","Mon May 25 12:29:23 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","352","should return 200 OK when accessing serverest.dev","","Mon May 25 12:29:17 UTC 2026","passed","Mon May 25 12:29:17 UTC 2026","","HealthCheck","",""
"","423","Cadastra usuário, loga, cria produto e deleta produto","","Mon May 25 12:29:21 UTC 2026","passed","Mon May 25 12:29:21 UTC 2026","","Apagar Produto","",""
"","370","Fluxo completo usuário","","Mon May 25 12:29:27 UTC 2026","passed","Mon May 25 12:29:27 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
