"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","Deve criar um novo usuário","","Thu Mar 05 09:40:35 UTC 2026","passed","Thu Mar 05 09:40:36 UTC 2026","","Cadastrar usuário","",""
"","5667","Deve listar todos os usuários","","Thu Mar 05 09:40:41 UTC 2026","passed","Thu Mar 05 09:40:47 UTC 2026","","Deve listar todos os usuários","",""
"","302","Cadastra usuário, faz login e cadastra produto","","Thu Mar 05 09:40:30 UTC 2026","passed","Thu Mar 05 09:40:30 UTC 2026","","Cadastrar Produto","",""
"","284","should return 200 OK when accessing serverest.dev","","Thu Mar 05 09:40:28 UTC 2026","passed","Thu Mar 05 09:40:28 UTC 2026","","HealthCheck","",""
"","175","Deve testar a API e, se estiver OK, realizar login","","Thu Mar 05 09:40:34 UTC 2026","passed","Thu Mar 05 09:40:34 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","353","Fluxo completo usuário","","Thu Mar 05 09:40:37 UTC 2026","passed","Thu Mar 05 09:40:38 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","379","Cadastra usuário, loga, cria produto e deleta produto","","Thu Mar 05 09:40:32 UTC 2026","passed","Thu Mar 05 09:40:32 UTC 2026","","Apagar Produto","",""
"","97","Deve encontrar o usuário Hora do QA","","Thu Mar 05 09:40:39 UTC 2026","passed","Thu Mar 05 09:40:40 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","255","Não deve realizar login","","Thu Mar 05 09:40:49 UTC 2026","passed","Thu Mar 05 09:40:49 UTC 2026","","Login Inválido","",""
"","222","Deve realizar login com sucesso","","Thu Mar 05 09:40:51 UTC 2026","failed","Thu Mar 05 09:40:51 UTC 2026","","Login","",""
