"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","230","Fluxo completo usuário","","2026-08-21","passed","2026-08-21","","Cadastro, Login, Atualização e Exclusão","",""
"","69","Deve realizar login com sucesso","","2026-08-21","passed","2026-08-21","","Login","",""
"","122","Deve listar todos os usuários","","2026-08-21","passed","2026-08-21","","Deve listar todos os usuários","",""
"","186","Cadastra usuário, faz login e cadastra produto","","2026-08-21","passed","2026-08-21","","Cadastrar Produto","",""
"","138","Deve encontrar o usuário Hora do QA","","2026-08-21","passed","2026-08-21","","Deve listar todos os usuários Hora do QA","",""
"","69","Deve criar um novo usuário","","2026-08-21","passed","2026-08-21","","Cadastrar usuário","",""
"","64","Não deve realizar login","","2026-08-21","passed","2026-08-21","","Login Inválido","",""
"","190","Deve testar a API e, se estiver OK, realizar login","","2026-08-21","passed","2026-08-21","","Fluxo condicional de API - Serverest","",""
"","303","should return 200 OK when accessing serverest.dev","","2026-08-21","passed","2026-08-21","","HealthCheck","",""
"","250","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-21","passed","2026-08-21","","Apagar Produto","",""
