"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","55","Deve listar todos os usuários","","Sat Feb 21 09:28:44 UTC 2026","passed","Sat Feb 21 09:28:44 UTC 2026","","Deve listar todos os usuários","",""
"","216","Fluxo completo usuário","","Sat Feb 21 09:28:40 UTC 2026","passed","Sat Feb 21 09:28:40 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","635","should return 200 OK when accessing serverest.dev","","Sat Feb 21 09:28:29 UTC 2026","passed","Sat Feb 21 09:28:30 UTC 2026","","HealthCheck","",""
"","437","Cadastra usuário, loga, cria produto e deleta produto","","Sat Feb 21 09:28:33 UTC 2026","passed","Sat Feb 21 09:28:34 UTC 2026","","Apagar Produto","",""
"","60","Não deve realizar login","","Sat Feb 21 09:28:46 UTC 2026","passed","Sat Feb 21 09:28:46 UTC 2026","","Login Inválido","",""
"","110","Deve testar a API e, se estiver OK, realizar login","","Sat Feb 21 09:28:36 UTC 2026","passed","Sat Feb 21 09:28:36 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","62","Deve encontrar o usuário Hora do QA","","Sat Feb 21 09:28:42 UTC 2026","passed","Sat Feb 21 09:28:42 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","70","Deve criar um novo usuário","","Sat Feb 21 09:28:38 UTC 2026","passed","Sat Feb 21 09:28:38 UTC 2026","","Cadastrar usuário","",""
"","61","Deve realizar login com sucesso","","Sat Feb 21 09:28:47 UTC 2026","passed","Sat Feb 21 09:28:47 UTC 2026","","Login","",""
"","239","Cadastra usuário, faz login e cadastra produto","","Sat Feb 21 09:28:32 UTC 2026","passed","Sat Feb 21 09:28:32 UTC 2026","","Cadastrar Produto","",""
