"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","105","Deve criar um novo usuário","","2026-08-14","passed","2026-08-14","","Cadastrar usuário","",""
"","301","Cadastra usuário, faz login e cadastra produto","","2026-08-14","passed","2026-08-14","","Cadastrar Produto","",""
"","142","Deve encontrar o usuário Hora do QA","","2026-08-14","passed","2026-08-14","","Deve listar todos os usuários Hora do QA","",""
"","209","Deve listar todos os usuários","","2026-08-14","passed","2026-08-14","","Deve listar todos os usuários","",""
"","389","Fluxo completo usuário","","2026-08-14","passed","2026-08-14","","Cadastro, Login, Atualização e Exclusão","",""
"","420","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-14","passed","2026-08-14","","Apagar Produto","",""
"","105","Não deve realizar login","","2026-08-14","passed","2026-08-14","","Login Inválido","",""
"","222","Deve testar a API e, se estiver OK, realizar login","","2026-08-14","passed","2026-08-14","","Fluxo condicional de API - Serverest","",""
"","119","Deve realizar login com sucesso","","2026-08-14","passed","2026-08-14","","Login","",""
"","322","should return 200 OK when accessing serverest.dev","","2026-08-14","passed","2026-08-14","","HealthCheck","",""
