"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","360","Fluxo completo usuário","","2026-07-25","passed","2026-07-25","","Cadastro, Login, Atualização e Exclusão","",""
"","3202","should return 200 OK when accessing serverest.dev","","2026-07-25","passed","2026-07-25","","HealthCheck","",""
"","109","Deve realizar login com sucesso","","2026-07-25","passed","2026-07-25","","Login","",""
"","87","Deve listar todos os usuários","","2026-07-25","passed","2026-07-25","","Deve listar todos os usuários","",""
"","86","Deve encontrar o usuário Hora do QA","","2026-07-25","passed","2026-07-25","","Deve listar todos os usuários Hora do QA","",""
"","76","Não deve realizar login","","2026-07-25","passed","2026-07-25","","Login Inválido","",""
"","281","Deve criar um novo usuário","","2026-07-25","passed","2026-07-25","","Cadastrar usuário","",""
"","188","Deve testar a API e, se estiver OK, realizar login","","2026-07-25","passed","2026-07-25","","Fluxo condicional de API - Serverest","",""
"","305","Cadastra usuário, loga, cria produto e deleta produto","","2026-07-25","passed","2026-07-25","","Apagar Produto","",""
"","417","Cadastra usuário, faz login e cadastra produto","","2026-07-25","passed","2026-07-25","","Cadastrar Produto","",""
