"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","304","Deve testar a API e, se estiver OK, realizar login","","2026-09-01","failed","2026-09-01","","Fluxo condicional de API - Serverest","",""
"","70","Deve criar um novo usuário","","2026-09-01","passed","2026-09-01","","Cadastrar usuário","",""
"","254","Cadastra usuário, faz login e cadastra produto","","2026-09-01","passed","2026-09-01","","Cadastrar Produto","",""
"","101","Deve listar todos os usuários","","2026-09-01","passed","2026-09-01","","Deve listar todos os usuários","",""
"","107","Deve encontrar o usuário Hora do QA","","2026-09-01","passed","2026-09-01","","Deve listar todos os usuários Hora do QA","",""
"","248","Fluxo completo usuário","","2026-09-01","passed","2026-09-01","","Cadastro, Login, Atualização e Exclusão","",""
"","260","Cadastra usuário, loga, cria produto e deleta produto","","2026-09-01","passed","2026-09-01","","Apagar Produto","",""
"","87","Não deve realizar login","","2026-09-01","passed","2026-09-01","","Login Inválido","",""
"","246","should return 200 OK when accessing serverest.dev","","2026-09-01","passed","2026-09-01","","HealthCheck","",""
"","72","Deve realizar login com sucesso","","2026-09-01","passed","2026-09-01","","Login","",""
