"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","100","Não deve realizar login","","Wed Jan 14 09:28:40 UTC 2026","passed","Wed Jan 14 09:28:40 UTC 2026","","Login Inválido","",""
"","96","Deve criar um novo usuário","","Wed Jan 14 09:28:32 UTC 2026","passed","Wed Jan 14 09:28:32 UTC 2026","","Cadastrar usuário","",""
"","412","should return 200 OK when accessing serverest.dev","","Wed Jan 14 09:28:26 UTC 2026","passed","Wed Jan 14 09:28:26 UTC 2026","","HealthCheck","",""
"","95","Deve encontrar o usuário Hora do QA","","Wed Jan 14 09:28:36 UTC 2026","passed","Wed Jan 14 09:28:36 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","351","Fluxo completo usuário","","Wed Jan 14 09:28:34 UTC 2026","passed","Wed Jan 14 09:28:34 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","355","Cadastra usuário, loga, cria produto e deleta produto","","Wed Jan 14 09:28:30 UTC 2026","passed","Wed Jan 14 09:28:31 UTC 2026","","Apagar Produto","",""
"","96","Deve realizar login com sucesso","","Wed Jan 14 09:28:42 UTC 2026","passed","Wed Jan 14 09:28:42 UTC 2026","","Login","",""
"","91","Deve listar todos os usuários","","Wed Jan 14 09:28:38 UTC 2026","passed","Wed Jan 14 09:28:38 UTC 2026","","Deve listar todos os usuários","",""
"","283","Cadastra usuário, faz login e cadastra produto","","Wed Jan 14 09:28:28 UTC 2026","passed","Wed Jan 14 09:28:28 UTC 2026","","Cadastrar Produto","",""
