"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","259","Fluxo completo usuário","","Thu Apr 09 10:11:57 UTC 2026","passed","Thu Apr 09 10:11:58 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","199","should return 200 OK when accessing serverest.dev","","Thu Apr 09 10:11:48 UTC 2026","passed","Thu Apr 09 10:11:48 UTC 2026","","HealthCheck","",""
"","72","Deve criar um novo usuário","","Thu Apr 09 10:11:56 UTC 2026","passed","Thu Apr 09 10:11:56 UTC 2026","","Cadastrar usuário","",""
"","235","Cadastra usuário, loga, cria produto e deleta produto","","Thu Apr 09 10:11:52 UTC 2026","passed","Thu Apr 09 10:11:52 UTC 2026","","Apagar Produto","",""
"","69","Não deve realizar login","","Thu Apr 09 10:12:03 UTC 2026","passed","Thu Apr 09 10:12:03 UTC 2026","","Login Inválido","",""
"","71","Deve listar todos os usuários","","Thu Apr 09 10:12:01 UTC 2026","passed","Thu Apr 09 10:12:01 UTC 2026","","Deve listar todos os usuários","",""
"","77","Deve encontrar o usuário Hora do QA","","Thu Apr 09 10:11:59 UTC 2026","passed","Thu Apr 09 10:12:00 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","115","Deve testar a API e, se estiver OK, realizar login","","Thu Apr 09 10:11:54 UTC 2026","passed","Thu Apr 09 10:11:54 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","185","Cadastra usuário, faz login e cadastra produto","","Thu Apr 09 10:11:50 UTC 2026","passed","Thu Apr 09 10:11:50 UTC 2026","","Cadastrar Produto","",""
"","80","Deve realizar login com sucesso","","Thu Apr 09 10:12:05 UTC 2026","passed","Thu Apr 09 10:12:05 UTC 2026","","Login","",""
