"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","210","Cadastra usuário, faz login e cadastra produto","","2026-06-02","passed","2026-06-02","","Cadastrar Produto","",""
"","73","Deve encontrar o usuário Hora do QA","","2026-06-02","passed","2026-06-02","","Deve listar todos os usuários Hora do QA","",""
"","73","Não deve realizar login","","2026-06-02","passed","2026-06-02","","Login Inválido","",""
"","249","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-02","passed","2026-06-02","","Apagar Produto","",""
"","70","Deve realizar login com sucesso","","2026-06-02","passed","2026-06-02","","Login","",""
"","306","should return 200 OK when accessing serverest.dev","","2026-06-02","passed","2026-06-02","","HealthCheck","",""
"","71","Deve listar todos os usuários","","2026-06-02","passed","2026-06-02","","Deve listar todos os usuários","",""
"","132","Deve testar a API e, se estiver OK, realizar login","","2026-06-02","passed","2026-06-02","","Fluxo condicional de API - Serverest","",""
"","255","Fluxo completo usuário","","2026-06-02","passed","2026-06-02","","Cadastro, Login, Atualização e Exclusão","",""
"","97","Deve criar um novo usuário","","2026-06-02","passed","2026-06-02","","Cadastrar usuário","",""
