"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","Cadastra usuário, faz login e cadastra produto","","2026-06-11","passed","2026-06-11","","Cadastrar Produto","",""
"","75","Não deve realizar login","","2026-06-11","passed","2026-06-11","","Login Inválido","",""
"","351","should return 200 OK when accessing serverest.dev","","2026-06-11","passed","2026-06-11","","HealthCheck","",""
"","83","Deve criar um novo usuário","","2026-06-11","passed","2026-06-11","","Cadastrar usuário","",""
"","79","Deve listar todos os usuários","","2026-06-11","passed","2026-06-11","","Deve listar todos os usuários","",""
"","79","Deve realizar login com sucesso","","2026-06-11","passed","2026-06-11","","Login","",""
"","325","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-11","passed","2026-06-11","","Apagar Produto","",""
"","79","Deve encontrar o usuário Hora do QA","","2026-06-11","passed","2026-06-11","","Deve listar todos os usuários Hora do QA","",""
"","134","Deve testar a API e, se estiver OK, realizar login","","2026-06-11","passed","2026-06-11","","Fluxo condicional de API - Serverest","",""
"","268","Fluxo completo usuário","","2026-06-11","passed","2026-06-11","","Cadastro, Login, Atualização e Exclusão","",""
