"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","303","should return 200 OK when accessing serverest.dev","","2026-08-25","passed","2026-08-25","","HealthCheck","",""
"","214","Deve testar a API e, se estiver OK, realizar login","","2026-08-25","passed","2026-08-25","","Fluxo condicional de API - Serverest","",""
"","107","Deve criar um novo usuário","","2026-08-25","passed","2026-08-25","","Cadastrar usuário","",""
"","411","Fluxo completo usuário","","2026-08-25","passed","2026-08-25","","Cadastro, Login, Atualização e Exclusão","",""
"","119","Deve listar todos os usuários","","2026-08-25","passed","2026-08-25","","Deve listar todos os usuários","",""
"","114","Deve realizar login com sucesso","","2026-08-25","passed","2026-08-25","","Login","",""
"","259","Deve encontrar o usuário Hora do QA","","2026-08-25","passed","2026-08-25","","Deve listar todos os usuários Hora do QA","",""
"","320","Cadastra usuário, faz login e cadastra produto","","2026-08-25","passed","2026-08-25","","Cadastrar Produto","",""
"","525","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-25","passed","2026-08-25","","Apagar Produto","",""
"","139","Não deve realizar login","","2026-08-25","passed","2026-08-25","","Login Inválido","",""
