"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","632","Cadastra usuário, faz login e cadastra produto","","2026-07-18","passed","2026-07-18","","Cadastrar Produto","",""
"","383","Cadastra usuário, loga, cria produto e deleta produto","","2026-07-18","passed","2026-07-18","","Apagar Produto","",""
"","107","Deve realizar login com sucesso","","2026-07-18","passed","2026-07-18","","Login","",""
"","124","Deve encontrar o usuário Hora do QA","","2026-07-18","passed","2026-07-18","","Deve listar todos os usuários Hora do QA","",""
"","166","Não deve realizar login","","2026-07-18","passed","2026-07-18","","Login Inválido","",""
"","417","Fluxo completo usuário","","2026-07-18","passed","2026-07-18","","Cadastro, Login, Atualização e Exclusão","",""
"","6833","Deve criar um novo usuário","","2026-07-18","passed","2026-07-18","","Cadastrar usuário","",""
"","325","Deve listar todos os usuários","","2026-07-18","passed","2026-07-18","","Deve listar todos os usuários","",""
"","461","should return 200 OK when accessing serverest.dev","","2026-07-18","passed","2026-07-18","","HealthCheck","",""
"","195","Deve testar a API e, se estiver OK, realizar login","","2026-07-18","passed","2026-07-18","","Fluxo condicional de API - Serverest","",""
