"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","Deve encontrar o usuário Hora do QA","","Thu Apr 23 10:21:24 UTC 2026","passed","Thu Apr 23 10:21:24 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","94","Deve realizar login com sucesso","","Thu Apr 23 10:21:29 UTC 2026","passed","Thu Apr 23 10:21:29 UTC 2026","","Login","",""
"","111","Deve listar todos os usuários","","Thu Apr 23 10:21:26 UTC 2026","passed","Thu Apr 23 10:21:26 UTC 2026","","Deve listar todos os usuários","",""
"","8092","Cadastra usuário, faz login e cadastra produto","","Thu Apr 23 10:21:06 UTC 2026","passed","Thu Apr 23 10:21:14 UTC 2026","","Cadastrar Produto","",""
"","179","Deve testar a API e, se estiver OK, realizar login","","Thu Apr 23 10:21:18 UTC 2026","passed","Thu Apr 23 10:21:18 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","410","Cadastra usuário, loga, cria produto e deleta produto","","Thu Apr 23 10:21:16 UTC 2026","passed","Thu Apr 23 10:21:16 UTC 2026","","Apagar Produto","",""
"","93","Não deve realizar login","","Thu Apr 23 10:21:27 UTC 2026","passed","Thu Apr 23 10:21:28 UTC 2026","","Login Inválido","",""
"","98","Deve criar um novo usuário","","Thu Apr 23 10:21:20 UTC 2026","passed","Thu Apr 23 10:21:20 UTC 2026","","Cadastrar usuário","",""
"","364","Fluxo completo usuário","","Thu Apr 23 10:21:21 UTC 2026","passed","Thu Apr 23 10:21:22 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","950","should return 200 OK when accessing serverest.dev","","Thu Apr 23 10:21:03 UTC 2026","failed","Thu Apr 23 10:21:04 UTC 2026","","HealthCheck","",""
