"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","285","Fluxo completo usuário","","Mon Mar 23 10:01:19 UTC 2026","passed","Mon Mar 23 10:01:19 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","81","Deve encontrar o usuário Hora do QA","","Mon Mar 23 10:01:21 UTC 2026","passed","Mon Mar 23 10:01:21 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","89","Deve realizar login com sucesso","","Mon Mar 23 10:01:26 UTC 2026","passed","Mon Mar 23 10:01:26 UTC 2026","","Login","",""
"","485","should return 200 OK when accessing serverest.dev","","Mon Mar 23 10:01:09 UTC 2026","passed","Mon Mar 23 10:01:09 UTC 2026","","HealthCheck","",""
"","73","Deve criar um novo usuário","","Mon Mar 23 10:01:17 UTC 2026","passed","Mon Mar 23 10:01:17 UTC 2026","","Cadastrar usuário","",""
"","86","Não deve realizar login","","Mon Mar 23 10:01:25 UTC 2026","passed","Mon Mar 23 10:01:25 UTC 2026","","Login Inválido","",""
"","401","Cadastra usuário, loga, cria produto e deleta produto","","Mon Mar 23 10:01:13 UTC 2026","passed","Mon Mar 23 10:01:14 UTC 2026","","Apagar Produto","",""
"","78","Deve listar todos os usuários","","Mon Mar 23 10:01:23 UTC 2026","passed","Mon Mar 23 10:01:23 UTC 2026","","Deve listar todos os usuários","",""
"","133","Deve testar a API e, se estiver OK, realizar login","","Mon Mar 23 10:01:15 UTC 2026","passed","Mon Mar 23 10:01:16 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","281","Cadastra usuário, faz login e cadastra produto","","Mon Mar 23 10:01:11 UTC 2026","passed","Mon Mar 23 10:01:12 UTC 2026","","Cadastrar Produto","",""
