"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","56","Não deve realizar login","","2026-06-10","passed","2026-06-10","","Login Inválido","",""
"","100","Deve realizar login com sucesso","","2026-06-10","passed","2026-06-10","","Login","",""
"","181","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-10","passed","2026-06-10","","Apagar Produto","",""
"","55","Deve criar um novo usuário","","2026-06-10","passed","2026-06-10","","Cadastrar usuário","",""
"","56","Deve encontrar o usuário Hora do QA","","2026-06-10","passed","2026-06-10","","Deve listar todos os usuários Hora do QA","",""
"","156","Cadastra usuário, faz login e cadastra produto","","2026-06-10","passed","2026-06-10","","Cadastrar Produto","",""
"","187","should return 200 OK when accessing serverest.dev","","2026-06-10","passed","2026-06-10","","HealthCheck","",""
"","177","Fluxo completo usuário","","2026-06-10","passed","2026-06-10","","Cadastro, Login, Atualização e Exclusão","",""
"","61","Deve listar todos os usuários","","2026-06-10","passed","2026-06-10","","Deve listar todos os usuários","",""
"","86","Deve testar a API e, se estiver OK, realizar login","","2026-06-10","passed","2026-06-10","","Fluxo condicional de API - Serverest","",""
