"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","124","Deve testar a API e, se estiver OK, realizar login","","2026-08-01","passed","2026-08-01","","Fluxo condicional de API - Serverest","",""
"","82","Deve criar um novo usuário","","2026-08-01","passed","2026-08-01","","Cadastrar usuário","",""
"","433","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-01","passed","2026-08-01","","Apagar Produto","",""
"","241","Cadastra usuário, faz login e cadastra produto","","2026-08-01","passed","2026-08-01","","Cadastrar Produto","",""
"","85","Deve encontrar o usuário Hora do QA","","2026-08-01","passed","2026-08-01","","Deve listar todos os usuários Hora do QA","",""
"","250","should return 200 OK when accessing serverest.dev","","2026-08-01","passed","2026-08-01","","HealthCheck","",""
"","269","Fluxo completo usuário","","2026-08-01","passed","2026-08-01","","Cadastro, Login, Atualização e Exclusão","",""
"","81","Não deve realizar login","","2026-08-01","passed","2026-08-01","","Login Inválido","",""
"","85","Deve listar todos os usuários","","2026-08-01","passed","2026-08-01","","Deve listar todos os usuários","",""
"","81","Deve realizar login com sucesso","","2026-08-01","passed","2026-08-01","","Login","",""
