"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","153","Fluxo completo usuário","","2026-07-09","failed","2026-07-09","","Cadastro, Login, Atualização e Exclusão","",""
"","160","Deve listar todos os usuários","","2026-07-09","failed","2026-07-09","","Deve listar todos os usuários","",""
"","547","should return 200 OK when accessing serverest.dev","","2026-07-09","failed","2026-07-09","","HealthCheck","",""
"","160","Cadastra usuário, loga, cria produto e deleta produto","","2026-07-09","failed","2026-07-09","","Apagar Produto","",""
"","155","Não deve realizar login","","2026-07-09","failed","2026-07-09","","Login Inválido","",""
"","179","Deve realizar login com sucesso","","2026-07-09","failed","2026-07-09","","Login","",""
"","150","Deve encontrar o usuário Hora do QA","","2026-07-09","failed","2026-07-09","","Deve listar todos os usuários Hora do QA","",""
"","152","Deve criar um novo usuário","","2026-07-09","failed","2026-07-09","","Cadastrar usuário","",""
"","146","Cadastra usuário, faz login e cadastra produto","","2026-07-09","failed","2026-07-09","","Cadastrar Produto","",""
"","157","Deve testar a API e, se estiver OK, realizar login","","2026-07-09","failed","2026-07-09","","Fluxo condicional de API - Serverest","",""
