"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","109","Deve criar um novo usuário","","Fri Apr 10 10:07:40 UTC 2026","passed","Fri Apr 10 10:07:40 UTC 2026","","Cadastrar usuário","",""
"","330","should return 200 OK when accessing serverest.dev","","Fri Apr 10 10:07:32 UTC 2026","passed","Fri Apr 10 10:07:32 UTC 2026","","HealthCheck","",""
"","399","Fluxo completo usuário","","Fri Apr 10 10:07:42 UTC 2026","passed","Fri Apr 10 10:07:43 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","109","Deve realizar login com sucesso","","Fri Apr 10 10:07:50 UTC 2026","passed","Fri Apr 10 10:07:50 UTC 2026","","Login","",""
"","119","Deve encontrar o usuário Hora do QA","","Fri Apr 10 10:07:45 UTC 2026","passed","Fri Apr 10 10:07:45 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","102","Não deve realizar login","","Fri Apr 10 10:07:48 UTC 2026","passed","Fri Apr 10 10:07:48 UTC 2026","","Login Inválido","",""
"","403","Cadastra usuário, loga, cria produto e deleta produto","","Fri Apr 10 10:07:36 UTC 2026","passed","Fri Apr 10 10:07:36 UTC 2026","","Apagar Produto","",""
"","309","Cadastra usuário, faz login e cadastra produto","","Fri Apr 10 10:07:34 UTC 2026","passed","Fri Apr 10 10:07:34 UTC 2026","","Cadastrar Produto","",""
"","188","Deve testar a API e, se estiver OK, realizar login","","Fri Apr 10 10:07:38 UTC 2026","passed","Fri Apr 10 10:07:39 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","106","Deve listar todos os usuários","","Fri Apr 10 10:07:47 UTC 2026","passed","Fri Apr 10 10:07:47 UTC 2026","","Deve listar todos os usuários","",""
