"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","Deve listar todos os usuários","","2026-06-06","passed","2026-06-06","","Deve listar todos os usuários","",""
"","100","Não deve realizar login","","2026-06-06","passed","2026-06-06","","Login Inválido","",""
"","774","should return 200 OK when accessing serverest.dev","","2026-06-06","passed","2026-06-06","","HealthCheck","",""
"","182","Deve testar a API e, se estiver OK, realizar login","","2026-06-06","passed","2026-06-06","","Fluxo condicional de API - Serverest","",""
"","407","Cadastra usuário, loga, cria produto e deleta produto","","2026-06-06","passed","2026-06-06","","Apagar Produto","",""
"","99","Deve criar um novo usuário","","2026-06-06","passed","2026-06-06","","Cadastrar usuário","",""
"","350","Fluxo completo usuário","","2026-06-06","passed","2026-06-06","","Cadastro, Login, Atualização e Exclusão","",""
"","108","Deve encontrar o usuário Hora do QA","","2026-06-06","passed","2026-06-06","","Deve listar todos os usuários Hora do QA","",""
"","107","Deve realizar login com sucesso","","2026-06-06","passed","2026-06-06","","Login","",""
"","309","Cadastra usuário, faz login e cadastra produto","","2026-06-06","passed","2026-06-06","","Cadastrar Produto","",""
