"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","141","Deve testar a API e, se estiver OK, realizar login","","Sun Apr 26 09:53:32 UTC 2026","passed","Sun Apr 26 09:53:32 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","311","Cadastra usuário, loga, cria produto e deleta produto","","Sun Apr 26 09:53:30 UTC 2026","passed","Sun Apr 26 09:53:30 UTC 2026","","Apagar Produto","",""
"","76","Deve realizar login com sucesso","","Sun Apr 26 09:53:43 UTC 2026","passed","Sun Apr 26 09:53:43 UTC 2026","","Login","",""
"","1020","should return 200 OK when accessing serverest.dev","","Sun Apr 26 09:53:16 UTC 2026","passed","Sun Apr 26 09:53:17 UTC 2026","","HealthCheck","",""
"","86","Deve listar todos os usuários","","Sun Apr 26 09:53:40 UTC 2026","passed","Sun Apr 26 09:53:40 UTC 2026","","Deve listar todos os usuários","",""
"","9240","Cadastra usuário, faz login e cadastra produto","","Sun Apr 26 09:53:19 UTC 2026","passed","Sun Apr 26 09:53:28 UTC 2026","","Cadastrar Produto","",""
"","75","Deve criar um novo usuário","","Sun Apr 26 09:53:34 UTC 2026","passed","Sun Apr 26 09:53:34 UTC 2026","","Cadastrar usuário","",""
"","279","Fluxo completo usuário","","Sun Apr 26 09:53:36 UTC 2026","passed","Sun Apr 26 09:53:36 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","96","Deve encontrar o usuário Hora do QA","","Sun Apr 26 09:53:38 UTC 2026","passed","Sun Apr 26 09:53:38 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","72","Não deve realizar login","","Sun Apr 26 09:53:42 UTC 2026","passed","Sun Apr 26 09:53:42 UTC 2026","","Login Inválido","",""
