"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","281","Fluxo completo usuário","","Thu May 14 11:12:35 UTC 2026","passed","Thu May 14 11:12:35 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","76","Deve listar todos os usuários","","Thu May 14 11:12:39 UTC 2026","passed","Thu May 14 11:12:39 UTC 2026","","Deve listar todos os usuários","",""
"","74","Não deve realizar login","","Thu May 14 11:12:40 UTC 2026","passed","Thu May 14 11:12:40 UTC 2026","","Login Inválido","",""
"","253","should return 200 OK when accessing serverest.dev","","Thu May 14 11:12:25 UTC 2026","passed","Thu May 14 11:12:25 UTC 2026","","HealthCheck","",""
"","299","Cadastra usuário, loga, cria produto e deleta produto","","Thu May 14 11:12:29 UTC 2026","passed","Thu May 14 11:12:29 UTC 2026","","Apagar Produto","",""
"","80","Deve realizar login com sucesso","","Thu May 14 11:12:42 UTC 2026","passed","Thu May 14 11:12:42 UTC 2026","","Login","",""
"","81","Deve criar um novo usuário","","Thu May 14 11:12:33 UTC 2026","passed","Thu May 14 11:12:33 UTC 2026","","Cadastrar usuário","",""
"","210","Cadastra usuário, faz login e cadastra produto","","Thu May 14 11:12:27 UTC 2026","passed","Thu May 14 11:12:27 UTC 2026","","Cadastrar Produto","",""
"","91","Deve encontrar o usuário Hora do QA","","Thu May 14 11:12:37 UTC 2026","passed","Thu May 14 11:12:37 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","172","Deve testar a API e, se estiver OK, realizar login","","Thu May 14 11:12:31 UTC 2026","passed","Thu May 14 11:12:31 UTC 2026","","Fluxo condicional de API - Serverest","",""
