"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70","Deve realizar login com sucesso","","Mon May 04 11:04:26 UTC 2026","passed","Mon May 04 11:04:26 UTC 2026","","Login","",""
"","105","Deve listar todos os usuários","","Mon May 04 11:04:22 UTC 2026","passed","Mon May 04 11:04:22 UTC 2026","","Deve listar todos os usuários","",""
"","474","should return 200 OK when accessing serverest.dev","","Mon May 04 11:04:09 UTC 2026","passed","Mon May 04 11:04:10 UTC 2026","","HealthCheck","",""
"","63","Não deve realizar login","","Mon May 04 11:04:24 UTC 2026","passed","Mon May 04 11:04:24 UTC 2026","","Login Inválido","",""
"","628","Cadastra usuário, faz login e cadastra produto","","Mon May 04 11:04:11 UTC 2026","passed","Mon May 04 11:04:12 UTC 2026","","Cadastrar Produto","",""
"","289","Deve testar a API e, se estiver OK, realizar login","","Mon May 04 11:04:15 UTC 2026","passed","Mon May 04 11:04:16 UTC 2026","","Fluxo condicional de API - Serverest","",""
"","327","Cadastra usuário, loga, cria produto e deleta produto","","Mon May 04 11:04:14 UTC 2026","passed","Mon May 04 11:04:14 UTC 2026","","Apagar Produto","",""
"","273","Fluxo completo usuário","","Mon May 04 11:04:19 UTC 2026","passed","Mon May 04 11:04:19 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","75","Deve criar um novo usuário","","Mon May 04 11:04:17 UTC 2026","passed","Mon May 04 11:04:17 UTC 2026","","Cadastrar usuário","",""
"","77","Deve encontrar o usuário Hora do QA","","Mon May 04 11:04:21 UTC 2026","passed","Mon May 04 11:04:21 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
