"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","183","Cadastra usuário, faz login e cadastra produto","","2026-08-26","passed","2026-08-26","","Cadastrar Produto","",""
"","219","Fluxo completo usuário","","2026-08-26","passed","2026-08-26","","Cadastro, Login, Atualização e Exclusão","",""
"","80","Deve criar um novo usuário","","2026-08-26","passed","2026-08-26","","Cadastrar usuário","",""
"","465","Deve testar a API e, se estiver OK, realizar login","","2026-08-26","passed","2026-08-26","","Fluxo condicional de API - Serverest","",""
"","71","Deve realizar login com sucesso","","2026-08-26","passed","2026-08-26","","Login","",""
"","233","Cadastra usuário, loga, cria produto e deleta produto","","2026-08-26","passed","2026-08-26","","Apagar Produto","",""
"","82","Não deve realizar login","","2026-08-26","passed","2026-08-26","","Login Inválido","",""
"","74","Deve encontrar o usuário Hora do QA","","2026-08-26","passed","2026-08-26","","Deve listar todos os usuários Hora do QA","",""
"","203","should return 200 OK when accessing serverest.dev","","2026-08-26","passed","2026-08-26","","HealthCheck","",""
"","67","Deve listar todos os usuários","","2026-08-26","passed","2026-08-26","","Deve listar todos os usuários","",""
