"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","688","should return 200 OK when accessing serverest.dev","","Thu Feb 12 09:47:39 UTC 2026","passed","Thu Feb 12 09:47:40 UTC 2026","","HealthCheck","",""
"","470","Cadastra usuário, loga, cria produto e deleta produto","","Thu Feb 12 09:47:44 UTC 2026","passed","Thu Feb 12 09:47:44 UTC 2026","","Apagar Produto","",""
"","279","Fluxo completo usuário","","Thu Feb 12 09:47:50 UTC 2026","passed","Thu Feb 12 09:47:50 UTC 2026","","Cadastro, Login, Atualização e Exclusão","",""
"","79","Não deve realizar login","","Thu Feb 12 09:47:55 UTC 2026","passed","Thu Feb 12 09:47:56 UTC 2026","","Login Inválido","",""
"","74","Deve realizar login com sucesso","","Thu Feb 12 09:47:57 UTC 2026","passed","Thu Feb 12 09:47:57 UTC 2026","","Login","",""
"","78","Deve listar todos os usuários","","Thu Feb 12 09:47:54 UTC 2026","passed","Thu Feb 12 09:47:54 UTC 2026","","Deve listar todos os usuários","",""
"","76","Deve encontrar o usuário Hora do QA","","Thu Feb 12 09:47:52 UTC 2026","passed","Thu Feb 12 09:47:52 UTC 2026","","Deve listar todos os usuários Hora do QA","",""
"","253","Cadastra usuário, faz login e cadastra produto","","Thu Feb 12 09:47:42 UTC 2026","passed","Thu Feb 12 09:47:42 UTC 2026","","Cadastrar Produto","",""
"","77","Deve criar um novo usuário","","Thu Feb 12 09:47:48 UTC 2026","passed","Thu Feb 12 09:47:48 UTC 2026","","Cadastrar usuário","",""
"","131","Deve testar a API e, se estiver OK, realizar login","","Thu Feb 12 09:47:46 UTC 2026","passed","Thu Feb 12 09:47:46 UTC 2026","","Fluxo condicional de API - Serverest","",""
