"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70","Deve realizar login com sucesso","","Mon Dec 08 20:42:54 UTC 2025","passed","Mon Dec 08 20:42:54 UTC 2025","","Login","",""
"","207","Cadastra usuário, faz login e cadastra produto","","Mon Dec 08 20:42:46 UTC 2025","passed","Mon Dec 08 20:42:46 UTC 2025","","Cadastrar Produto","",""
"","68","Deve criar um novo usuário","","Mon Dec 08 20:42:50 UTC 2025","passed","Mon Dec 08 20:42:50 UTC 2025","","Cadastrar usuário","",""
"","285","Cadastro → Login → Atualizar nome → Deletar usuário","","Mon Dec 08 20:42:52 UTC 2025","passed","Mon Dec 08 20:42:52 UTC 2025","","Cadastro, Login, Atualização e Exclusão","",""
"","305","Cadastra usuário, loga, cria produto e deleta produto","","Mon Dec 08 20:42:48 UTC 2025","passed","Mon Dec 08 20:42:48 UTC 2025","","Apagar Produto","",""
"","211","should return 200 OK when accessing serverest.dev","","Mon Dec 08 20:42:44 UTC 2025","passed","Mon Dec 08 20:42:44 UTC 2025","","HealthCheck","",""
